existing_id,school_name,school_name_reading,official_school_name,department,course,track,area,reference_year,status,capacity,special_quota_number,special_quota_percent,general_ratio,ratio_type,special_selection_available,main_eligibility,main_achievements,interview,additional_tests,summary,source_count,data_completeness,review_required
ishikawa-f,石川,いしかわ,沖縄県立石川高等学校,普通科,,全日制,中部,令和8年度,previous_reference,160,40,25,5:5,standard_5_5,True,学校が示す3つのアドミッション・ポリシーのいずれかに合致し、入学後も主体的に活動する意思がある者,学校別実績表あり,個人または学校指定形式／30点,,令和8年度参考。一般選抜は5:5。特色選抜は25%以内。 検査は面接。,8,school_detail_confirmed,True
itoman-f,糸満,いとまん,沖縄県立糸満高等学校,普通科,,全日制,南部,令和8年度,previous_reference,320,80,25,5:5,standard_5_5,True,評定平均3.0以上／学校の活動実績基準を満たすこと,文化／スポーツ／生徒会・特別活動／資格／学校別実績表あり,個人面接,,令和8年度参考。一般選抜は5:5。特色選抜は25%以内。 検査は面接・実技。,11,school_detail_confirmed,True
miraikoka-it,美来工科,みらいこうか,沖縄県立美来工科高等学校,ITシステム科,,全日制,中部,令和8年度,previous_reference,40,16,40,5:5,standard_5_5,True,ITシステム科の学校資料に定める評定・活動要件を満たすこと,特別活動／部活動・文化活動／資格／ものづくり・情報・デザイン活動／学校別実績表あり,個人面接（目安10分）／45点,,令和8年度参考。一般選抜は5:5。特色選抜は40%以内。 検査は面接。,9,school_detail_confirmed,True
miraikoka-cd,美来工科,みらいこうか,沖縄県立美来工科高等学校,コンピュータデザイン科,,全日制,中部,令和8年度,previous_reference,40,16,40,5:5,standard_5_5,True,コンピュータデザイン科の学校資料に定める評定・活動要件を満たすこと,特別活動／部活動・文化活動／資格／ものづくり・情報・デザイン活動／学校別実績表あり,個人面接（目安10分）／45点,,令和8年度参考。一般選抜は5:5。特色選抜は40%以内。 検査は面接・プレゼン。,9,school_detail_confirmed,True
miraikoka-dk,美来工科,みらいこうか,沖縄県立美来工科高等学校,土木工学科,,全日制,中部,令和8年度,previous_reference,40,16,40,5:5,standard_5_5,True,評定1がないこと／土木工学科の活動要件を満たすこと,特別活動／部活動・文化活動／資格／ものづくり・情報・デザイン活動／学校別実績表あり,個人面接（目安10分）,,令和8年度参考。一般選抜は5:5。特色選抜は40%以内。 検査は面接。,9,school_detail_confirmed,True
miraikoka-ms,美来工科,みらいこうか,沖縄県立美来工科高等学校,機械システム科,,全日制,中部,令和8年度,previous_reference,80,32,40,5:5,standard_5_5,True,評定1がないこと／機械システム科の活動要件を満たすこと,特別活動／部活動・文化活動／資格／ものづくり・情報・デザイン活動／学校別実績表あり,個人面接（目安10分）,,令和8年度参考。一般選抜は5:5。特色選抜は40%以内。 検査は面接。,9,school_detail_confirmed,True
miraikoka-jd,美来工科,みらいこうか,沖縄県立美来工科高等学校,自動車工学科,,全日制,中部,令和8年度,previous_reference,40,16,40,5:5,standard_5_5,True,評定平均3.0以上／評定1がないこと,特別活動／部活動・文化活動／資格／ものづくり・情報・デザイン活動／学校別実績表あり,個人面接（目安10分）,,令和8年度参考。一般選抜は5:5。特色選抜は40%以内。 検査は面接。,9,school_detail_confirmed,True
miraikoka-es,美来工科,みらいこうか,沖縄県立美来工科高等学校,電子システム科,,全日制,中部,令和8年度,previous_reference,80,32,40,5:5,standard_5_5,True,評定1がないこと／各学年の無届欠席5日以内,特別活動／部活動・文化活動／資格／ものづくり・情報・デザイン活動／学校別実績表あり,個人面接（目安10分）,,令和8年度参考。一般選抜は5:5。特色選抜は40%以内。 検査は面接。,9,school_detail_confirmed,True
misato-f,美里,みさと,沖縄県立美里高等学校,普通科,,全日制,中部,令和8年度,previous_reference,200,40,20,5:5,standard_5_5,True,評定平均3.0以上／各学年の無届欠席4日以内,生徒会・学級活動／部活動・文化活動／資格／社会活動／学校別実績表あり,個人面接（目安10分、自己紹介スピーチを含む）／30点,,令和8年度参考。一般選抜は5:5。特色選抜は20%以内。 検査は面接。,9,school_detail_confirmed,True
misatoko-ke,美里工業,みさとこうぎょう,沖縄県立美里工業高等学校,建築科,,全日制,中部,令和8年度,previous_reference,40,12,30,5:5,standard_5_5,True,評定平均3.0以上／活動実績を1つ以上証明できること,特別活動／部活動・文化活動／資格／校外活動／学校別実績表あり,学校指定の面接,,令和8年度参考。一般選抜は5:5。特色選抜は30%以内。 検査は面接。,8,school_detail_confirmed,True
misatoko-ki,美里工業,みさとこうぎょう,沖縄県立美里工業高等学校,機械科,,全日制,中部,令和8年度,previous_reference,80,24,30,5:5,standard_5_5,True,中学校等を卒業見込みで、志望校・学科が示す求める生徒像と出願要件を満たす者,特別活動／部活動・文化活動／資格／校外活動／学校別実績表あり,学校指定の面接,,令和8年度参考。一般選抜は5:5。特色選抜は30%以内。 検査は面接。,8,school_detail_confirmed,True
misatoko-se,美里工業,みさとこうぎょう,沖縄県立美里工業高等学校,設備工業科,,全日制,中部,令和8年度,previous_reference,40,12,30,5:5,standard_5_5,True,中学校等を卒業見込みで、志望校・学科が示す求める生徒像と出願要件を満たす者,特別活動／部活動・文化活動／資格／校外活動／学校別実績表あり,学校指定の面接,,令和8年度参考。一般選抜は5:5。特色選抜は30%以内。 検査は面接。,8,school_detail_confirmed,True
misatoko-ch,美里工業,みさとこうぎょう,沖縄県立美里工業高等学校,調理科,,全日制,中部,令和8年度,previous_reference,40,12,30,5:5,standard_5_5,True,評定平均3.5以上／活動実績を1つ以上証明できること,特別活動／部活動・文化活動／資格／校外活動／学校別実績表あり,学校指定の面接,,令和8年度参考。一般選抜は5:5。特色選抜は30%以内。 検査は面接。,8,school_detail_confirmed,True
misatoko-de,美里工業,みさとこうぎょう,沖縄県立美里工業高等学校,電気科,,全日制,中部,令和8年度,previous_reference,80,24,30,5:5,standard_5_5,True,中学校等を卒業見込みで、志望校・学科が示す求める生徒像と出願要件を満たす者,特別活動／部活動・文化活動／資格／校外活動／学校別実績表あり,学校指定の面接,,令和8年度参考。一般選抜は5:5。特色選抜は30%以内。 検査は面接。,8,school_detail_confirmed,True
nishihara-kenko,西原,にしはら,沖縄県立西原高等学校,普通科,健康科学,全日制,中部,令和8年度,previous_reference,40,10,25,5:5,standard_5_5,True,健康科学コースの学校資料に定める評定・欠席要件を満たすこと,学習・資格／文化・スポーツ／特別活動・社会活動／学校別実績表あり,個人面接,,令和8年度参考。一般選抜は5:5。特色選抜は25%以内。 検査は面接・実技。,8,school_detail_confirmed,True
nishihara-bunri,西原,にしはら,沖縄県立西原高等学校,普通科,文理,全日制,中部,令和8年度,previous_reference,280,70,25,5:5,standard_5_5,True,文理コースの学校資料に定める評定・欠席要件を満たすこと,学習・資格／文化・スポーツ／特別活動・社会活動／学校別実績表あり,個人面接,,令和8年度参考。一般選抜は5:5。特色選抜は25%以内。 検査は面接。,8,school_detail_confirmed,True
yomitan-f,読谷,よみたん,沖縄県立読谷高等学校,普通科,,全日制,中部,令和8年度,previous_reference,320,80,25,4.5:5.5,exam_emphasis_4_5_5_5,True,中学校等を卒業見込みで、志望校・学科が示す求める生徒像と出願要件を満たす者,文化・スポーツ／資格／生徒会・社会活動／当該年度の公式ランク表を確認できず,学校指定の面接,,令和8年度参考。一般選抜は4.5:5.5。特色選抜は25%以内。 検査は面接。,7,school_detail_confirmed,True
tomishiro-f,豊見城,とみしろ,沖縄県立豊見城高等学校,普通科,,全日制,南部,令和8年度,previous_reference,320,80,25,5:5,standard_5_5,True,評定平均3.1以上／評定1がないこと／学校資料の出欠・活動要件を満たすこと,文化・スポーツ／資格／特別活動・社会活動／当該年度の公式ランク表を確認できず,実施しない,,令和8年度参考。一般選抜は5:5。特色選抜は25%以内。,7,school_detail_confirmed,True
tomiminami-f,豊見城南,とみしろみなみ,沖縄県立豊見城南高等学校,普通科,普通,全日制,南部,令和8年度,previous_reference,120,24,20,5:5,standard_5_5,True,評定平均3.0以上／中学3年の各教科評定が2以上／無届欠席3年間合計6日以内,文化・スポーツ／資格／特別活動・社会活動／当該年度の公式ランク表を確認できず,個人面接（目安10分。自己アピール3分＋質疑7分）／35点,,令和8年度参考。一般選抜は5:5。特色選抜は20%以内。 検査は面接。,7,school_detail_confirmed,True
tomiminami-t,豊見城南,とみしろみなみ,沖縄県立豊見城南高等学校,普通科,特進,全日制,南部,令和8年度,previous_reference,40,8,20,5:5,standard_5_5,True,評定平均3.5以上／各教科評定が2以上／無届欠席3年間合計6日以内,文化・スポーツ／資格／特別活動・社会活動／当該年度の公式ランク表を確認できず,個人面接（目安10分。自己アピール3分＋質疑7分）／35点,,令和8年度参考。一般選抜は5:5。特色選抜は20%以内。 検査は面接。,7,school_detail_confirmed,True
hentona-f,辺土名,へんとな,沖縄県立辺土名高等学校,普通科,,全日制,北部,令和8年度,previous_reference,40,8,20,5:5,standard_5_5,True,評定平均2.7以上／文化・スポーツ・資格・生徒会・地域活動等の実績を証明できること,文化・スポーツ／生徒会・学級活動／資格取得／ボランティア・地域活動／自然・環境分野の研究・保全活動／学校別実績表あり,プレゼンテーションを含む面接,,令和8年度参考。一般選抜は5:5。特色選抜は20%以内。 検査は面接・プレゼン。,7,school_detail_confirmed,True
hentona-env,辺土名,へんとな,沖縄県立辺土名高等学校,自然環境科,,全日制,北部,令和8年度,previous_reference,40,16,40,5:5,standard_5_5,True,評定平均2.7以上／自然・環境に関する研究、調査、保全活動等の実績を証明できること,文化・スポーツ／生徒会・学級活動／資格取得／ボランティア・地域活動／自然・環境分野の研究・保全活動／学校別実績表あり,プレゼンテーションを含む面接,,令和8年度参考。一般選抜は5:5。特色選抜は40%以内。 検査は面接・プレゼン。,7,school_detail_confirmed,True
naha-f,那覇,なは,沖縄県立那覇高等学校,普通科,,全日制,南部,令和8年度,previous_reference,400,100,25,4.5:5.5,exam_emphasis_4_5_5_5,True,上記2要件を両方満たす,生徒会・学級活動のリーダー的活動／文化活動／スポーツ活動／資格取得／学校別実績表あり,個人面接（1人5分程度）,面接,令和8年度参考。一般選抜は4.5:5.5。特色選抜は25%以内。 検査は面接。,11,school_detail_confirmed,True
nahasho-sho,那覇商業,なはしょうぎょう,沖縄県立那覇商業高等学校,商業科,,全日制,南部,令和8年度,previous_reference,200,90,45,5:5,standard_5_5,True,通常枠は評定平均3.0以上／特別枠は評定平均2.8以上,商業資格・検定／部活動・文化活動／特別活動・社会活動／学校別実績表あり,個人面接／10分程度／15点,個人面接,令和8年度参考。一般選抜は5:5。特色選抜は45%以内。 検査は面接・実技・個人面接。,9,school_detail_confirmed,True
nahasho-kokukei,那覇商業,なはしょうぎょう,沖縄県立那覇商業高等学校,国際経済科,,全日制,南部,令和8年度,previous_reference,40,18,45,5:5,standard_5_5,True,通常枠は評定平均3.5以上／特別枠は評定平均2.8以上,商業資格・検定／部活動・文化活動／特別活動・社会活動／学校別実績表あり,個人面接／10分程度／15点,個人面接,令和8年度参考。一般選抜は5:5。特色選抜は45%以内。 検査は面接・実技・個人面接。,9,school_detail_confirmed,True
nahasho-joho,那覇商業,なはしょうぎょう,沖縄県立那覇商業高等学校,情報処理科,,全日制,南部,令和8年度,previous_reference,80,36,45,5:5,standard_5_5,True,通常枠は評定平均3.2以上／特別枠は評定平均2.8以上,商業資格・検定／部活動・文化活動／特別活動・社会活動／学校別実績表あり,個人面接／10分程度／15点,個人面接,令和8年度参考。一般選抜は5:5。特色選抜は45%以内。 検査は面接・実技・個人面接。,9,school_detail_confirmed,True
nahakok-k,那覇国際,なはこくさい,沖縄県立那覇国際高等学校,国際科,,全日制,南部,令和8年度,previous_reference,40,18,45,4:6,exam_emphasis_4_6,True,求める生徒像を理解し、評定要件を満たす,活動実績等申請書に記載する中学校内外の活動／学校別実績表あり,10点,,令和8年度参考。一般選抜は4:6。特色選抜は45%以内。 検査は面接。,10,school_detail_confirmed,True
nahakok-f,那覇国際,なはこくさい,沖縄県立那覇国際高等学校,普通科,,全日制,南部,令和8年度,previous_reference,320,80,25,4:6,exam_emphasis_4_6,True,求める生徒像を理解し、評定要件を満たす,活動実績等申請書に記載する中学校内外の活動／学校別実績表あり,10点,,令和8年度参考。一般選抜は4:6。特色選抜は25%以内。 検査は面接。,10,school_detail_confirmed,True
nahako-graphic,那覇工業,なはこうぎょう,沖縄県立那覇工業高等学校,グラフィックアーツ科,,全日制,南部,令和8年度,previous_reference,40,12,30,5:5,standard_5_5,True,中学3年に評定1がなく、評定平均3.0以上,実績加点なし,作品プレゼンテーションと個人面接／30点,A4鉛筆デッサン提出／作文／プレゼンテーション・面接,令和8年度参考。一般選抜は5:5。特色選抜は30%以内。 検査は面接・作文・プレゼン・学校独自検査・A4鉛筆デッサン提出・プレゼンテーション・面接。,10,school_detail_confirmed,True
nahako-fuku,那覇工業,なはこうぎょう,沖縄県立那覇工業高等学校,服飾デザイン科,,全日制,南部,令和8年度,previous_reference,40,12,30,5:5,standard_5_5,True,中学校等を卒業見込みで、志望校・学科が示す求める生徒像と出願要件を満たす者,実績加点なし,個人面接／15分程度／50点,面接／基礎縫い,令和8年度参考。一般選抜は5:5。特色選抜は30%以内。 検査は面接・実技・学校独自検査・基礎縫い。,10,school_detail_confirmed,True
nahako-kikai,那覇工業,なはこうぎょう,沖縄県立那覇工業高等学校,機械科,,全日制,南部,令和8年度,previous_reference,40,12,30,5:5,standard_5_5,True,3年間に評定1がないこと,実績加点なし,個人面接（口頭試問後に続けて実施）／口頭試問・面接それぞれ15分程度／100点,口頭試問,令和8年度参考。一般選抜は5:5。特色選抜は30%以内。 検査は面接・学校独自検査・口頭試問。,10,school_detail_confirmed,True
nahako-jidosha,那覇工業,なはこうぎょう,沖縄県立那覇工業高等学校,自動車科,,全日制,南部,令和8年度,previous_reference,40,12,30,5:5,standard_5_5,True,中学3年に評定1がないこと,実績加点なし,個人面接（口頭試問後に続けて実施）／口頭試問・面接それぞれ15分程度,口頭試問,令和8年度参考。一般選抜は5:5。特色選抜は30%以内。 検査は面接・学校独自検査・口頭試問。,10,school_detail_confirmed,True
nahako-denki,那覇工業,なはこうぎょう,沖縄県立那覇工業高等学校,電気科,,全日制,南部,令和8年度,previous_reference,80,24,30,5:5,standard_5_5,True,評定平均3.0以上,実績加点なし,個人面接（口頭試問後に続けて実施）／口頭試問・面接それぞれ10分程度,口頭試問・面接,令和8年度参考。一般選抜は5:5。特色選抜は30%以内。 検査は面接・学校独自検査・口頭試問・面接。,10,school_detail_confirmed,True
nahako-night-kikai,那覇工業,なはこうぎょう,沖縄県立那覇工業高等学校,機械科,,定時制,南部,令和8年度,previous_reference,40,12,30,5:5,standard_5_5,True,,実績加点なし,個人面接／10分程度／150点,個人面接,令和8年度参考。一般選抜は5:5。特色選抜は30%以内。 検査は面接・個人面接。,12,school_detail_confirmed,True
nahako-night-denki,那覇工業,なはこうぎょう,沖縄県立那覇工業高等学校,電気科,,定時制,南部,令和8年度,previous_reference,40,12,30,5:5,standard_5_5,True,,実績加点なし,個人面接／10分程度／150点,個人面接,令和8年度参考。一般選抜は5:5。特色選抜は30%以内。 検査は面接・個人面接。,12,school_detail_confirmed,True
nahanishi-tai,那覇西,なはにし,沖縄県立那覇西高等学校,体育科,,全日制,南部,令和8年度,previous_reference,40,20,50,5:5,standard_5_5,True,入学後に陸上競技、水泳、男子サッカー、ハンドボール、柔道等の指定競技を継続する意思があること,文化・スポーツ／資格／特別活動・社会活動／学校別実績表あり,個人面接／5分程度／50点,個人面接／実技検査,令和8年度参考。一般選抜は5:5。特色選抜は50%以内。 検査は面接・実技・個人面接・実技検査。,9,school_detail_confirmed,True
nahanishi-jin,那覇西,なはにし,沖縄県立那覇西高等学校,国際人文科,,全日制,南部,令和8年度,previous_reference,80,32,40,5:5,standard_5_5,True,中学校等を卒業見込みで、志望校・学科が示す求める生徒像と出願要件を満たす者,文化・スポーツ／資格／特別活動・社会活動／学校別実績表あり,英語1分自己紹介を含む個人面接／5分程度／50点,英語1分自己紹介・面接,令和8年度参考。一般選抜は5:5。特色選抜は40%以内。 検査は面接・英語1分自己紹介・面接。,9,school_detail_confirmed,True
nahanishi-f,那覇西,なはにし,沖縄県立那覇西高等学校,普通科,,全日制,南部,令和8年度,previous_reference,240,48,20,5:5,standard_5_5,True,中学校等を卒業見込みで、志望校・学科が示す求める生徒像と出願要件を満たす者,文化・スポーツ／資格／特別活動・社会活動／学校別実績表あり,個人面接／5分程度／50点,個人面接,令和8年度参考。一般選抜は5:5。特色選抜は20%以内。 検査は面接・個人面接。,9,school_detail_confirmed,True
kaiho-g,開邦,かいほう,沖縄県立開邦高等学校,学術探究科,,全日制,南部,令和8年度,previous_reference,200,54,45,4:6,exam_emphasis_4_6,True,志望学科への強い興味・関心と明確な目的意識／中学校3年間の無届欠席が5回以内,特別活動・課外活動／体育系・文化系・社会・ボランティア活動／資格・検定／学校別実績表あり,35点,学校独自検査／面接,令和8年度参考。一般選抜は4:6。特色選抜は約54名（外部募集120名の40%以内＋特別枠5%以内）。 検査は面接・学校独自検査。,11,school_detail_confirmed,True
kaiho-art-art,開邦,かいほう,沖縄県立開邦高等学校,芸術科,美術,全日制,南部,令和8年度,previous_reference,20,10,50,4:6,exam_emphasis_4_6,True,志望学科への強い興味・関心と明確な目的意識／中学校3年間の無届欠席が5回以内,特別活動・課外活動／体育系・文化系・社会・ボランティア活動／資格・検定／学校別実績表あり,35点,実技検査／面接,令和8年度参考。一般選抜は4:6。特色選抜は50%以内。 検査は面接・実技・実技検査。,11,school_detail_confirmed,True
kaiho-art-music,開邦,かいほう,沖縄県立開邦高等学校,芸術科,音楽,全日制,南部,令和8年度,previous_reference,20,10,50,4:6,exam_emphasis_4_6,True,志望学科への強い興味・関心と明確な目的意識／中学校3年間の無届欠席が5回以内,特別活動・課外活動／体育系・文化系・社会・ボランティア活動／資格・検定／学校別実績表あり,35点,実技検査／面接,令和8年度参考。一般選抜は4:6。特色選抜は50%以内。 検査は面接・実技・実技検査。,11,school_detail_confirmed,True
yomei-sogo,陽明,ようめい,沖縄県立陽明高等学校,総合学科,,全日制,中部,令和8年度,previous_reference,240,48,20,5:5,standard_5_5,True,評定合計81以上（平均3.0以上）／評定1がないこと／無届欠席がないこと／欠席3年間合計15日以内,特別活動／部活動・文化活動／資格／社会・地域活動／学校別実績表あり,集団面接／50点,,令和8年度参考。一般選抜は5:5。特色選抜は20%以内。 検査は面接・プレゼン・実技。,8,school_detail_confirmed,True
shuri-f,首里,しゅり,沖縄県立首里高等学校,普通科,,全日制,南部,令和8年度,previous_reference,360,90,25,4:6,exam_emphasis_4_6,True,評定平均3.8以上／各学年の国語・社会・数学・理科・英語の評定が4以上／無届欠席がないこと,文化・スポーツ／資格／生徒会・社会活動／学校別実績表あり,学校指定の面接,,令和8年度参考。一般選抜は4:6。特色選抜は25%以内。 検査は面接。,8,school_detail_confirmed,True
shuri-sen,首里,しゅり,沖縄県立首里高等学校,染織デザイン科,,全日制,南部,令和8年度,previous_reference,40,16,40,5:5,standard_5_5,True,評定平均3.5以上／各学年・各教科の評定が3以上／無届欠席がないこと,文化・スポーツ／資格／生徒会・社会活動／学校別実績表あり,学校指定の面接,,令和8年度参考。一般選抜は5:5。特色選抜は40%以内。 検査は面接。,8,school_detail_confirmed,True
shurihigashi-f,首里東,しゅりひがし,沖縄県立首里東高等学校,普通科,,全日制,南部,令和8年度,previous_reference,240,48,20,4.5:5.5,exam_emphasis_4_5_5_5,True,中学校等を卒業見込みで、志望校・学科が示す求める生徒像と出願要件を満たす者,文化・スポーツ／資格／特別活動・社会活動／当該年度の公式ランク表を確認できず,個人面接／40点,,令和8年度参考。一般選抜は4.5:5.5。特色選抜は20%以内。 検査は面接。,7,school_detail_confirmed,True
