source_id,school_name,department,title,target_year,source_type,official_page_url,direct_file_url,file_format,pdf_viewer_page,printed_page,heading,summary,publication_date,last_checked,link_status,notes
school-24-page,首里東,全学科・コース,令和8年度 首里東高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.shurihigashi-h.open.ed.jp/boshuyoko.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-25-criteria,開邦,全学科・コース,令和8年度 開邦高等学校 特色選抜基準・詳細,令和8年度,特色選抜基準・詳細,https://www.kaiho-h.open.ed.jp/nyuushi.html,https://www.kaiho-h.open.ed.jp/tokushokugouhihanteikijun.pdf,PDF,,,特色選抜基準・詳細,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-25-main,開邦,全学科・コース,令和8年度 開邦高等学校 学校募集要項,令和8年度,学校募集要項,https://www.kaiho-h.open.ed.jp/nyuushi.html,https://www.kaiho-h.open.ed.jp/R8_nyugakusya_bosyuyoukou_kaiho-h.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-25-page,開邦,全学科・コース,令和8年度 開邦高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.kaiho-h.open.ed.jp/nyuushi.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-26-main,那覇,全学科・コース,令和8年度 那覇高等学校 学校募集要項,令和8年度,学校募集要項,https://www.naha-h.open.ed.jp/nyushi.html,https://www.naha-h.open.ed.jp/d436ba21c59932a90a3c08b09186184ba67450e9.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-26-page,那覇,全学科・コース,令和8年度 那覇高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.naha-h.open.ed.jp/nyushi.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-27-criteria-detail,真和志,全学科・コース,令和8年度 真和志高等学校 入試合否基準,令和8年度,学校公式特色選抜資料,https://www.mawashi-h.open.ed.jp/nyuushi.html,https://www.mawashi-h.open.ed.jp/0fa83ced76277fb344bd9fb8f2d8e299891c5eed.pdf,PDF,,,評定、活動実績ランク、面接、クリエイティブアーツ実技・ポートフォリオ・プレゼン,評定、活動実績ランク、面接、クリエイティブアーツ実技・ポートフォリオ・プレゼン,,2026-07-07,confirmed_official_file,学校公式資料本文を確認し、JSONの該当項目へ反映。
school-27-main,真和志,全学科・コース,令和8年度 真和志高等学校 学校募集要項,令和8年度,学校募集要項,https://www.mawashi-h.open.ed.jp/nyuushi.html,https://www.mawashi-h.open.ed.jp/5efb2c6d90b62ebff15e1966ff67b4195da5264f.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-27-page,真和志,全学科・コース,令和8年度 真和志高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.mawashi-h.open.ed.jp/nyuushi.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-28-criteria-detail,小禄,全学科・コース,令和8年度 小禄高等学校 特色選抜 求める生徒像・選抜方法,令和8年度,学校公式特色選抜資料,https://www.oroku-h.open.ed.jp/post-14.html,https://www.oroku-h.open.ed.jp/03%20R7_tokushokusennbatushousaiban_20251029.pdf,PDF,,,評定要件、実技検査・面接、配点,評定要件、実技検査・面接、配点,,2026-07-07,confirmed_official_file,学校公式資料本文を確認し、JSONの該当項目へ反映。
school-28-main,小禄,全学科・コース,令和8年度 小禄高等学校 学校募集要項,令和8年度,学校募集要項,https://www.oroku-h.open.ed.jp/post-14.html,https://www.oroku-h.open.ed.jp/01%20R7_boshuuyoukou_20251029.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-28-page,小禄,全学科・コース,令和8年度 小禄高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.oroku-h.open.ed.jp/post-14.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-29-international-detail,那覇西,国際人文科,令和8年度 国際人文科 特色選抜詳細,令和8年度,学校別特色選抜詳細,https://www.nahanishi-h.open.ed.jp/post-25.html,https://www.nahanishi-h.open.ed.jp/daa6598be97668ed042e7581ae2f221af55289cd.pdf,PDF,1,1,特色選抜 選抜項目・配点,学力420、調査書530、面接50、合計1000点。,,2026-07-07,confirmed,
school-29-main,那覇西,全学科・コース,令和8年度 那覇西高等学校 学校募集要項,令和8年度,学校募集要項,https://www.nahanishi-h.open.ed.jp/post-25.html,https://www.nahanishi-h.open.ed.jp/02a5aef31c023a340259f7ba5bb600c1d2cce9da.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-29-ordinary-detail,那覇西,普通科,令和8年度 普通科 特色選抜詳細,令和8年度,学校別特色選抜詳細,https://www.nahanishi-h.open.ed.jp/post-25.html,https://www.nahanishi-h.open.ed.jp/d42d5c0910e4c11e0ec92f356fb33e2c3e893964.pdf,PDF,1,1,特色選抜 選抜項目・配点,学力400、調査書550、面接50、合計1000点。,,2026-07-07,confirmed,
school-29-page,那覇西,全学科・コース,令和8年度 那覇西高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.nahanishi-h.open.ed.jp/post-25.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-29-rank-detail,那覇西,全学科,令和8年度特色選抜 実績ランク表,令和8年度,特色選抜実績ランク表,https://www.nahanishi-h.open.ed.jp/post-25.html,https://www.nahanishi-h.open.ed.jp/9f4855dbcc671ebab60ac8d1b8a9514cff16d5f5.pdf,PDF,1-3,1-3,普通科・国際人文科・体育科 実績ランク表,3学科それぞれの文化・スポーツ・資格・英語・部活動実績基準。,,2026-07-07,confirmed,
school-29-sports-detail,那覇西,体育科,令和8年度 体育科 特色選抜詳細,令和8年度,学校別特色選抜詳細,https://www.nahanishi-h.open.ed.jp/post-25.html,https://www.nahanishi-h.open.ed.jp/c1e3e173b4caea32bd00edcb82fa5b6ca3b315a8.pdf,PDF,1,1,特色選抜 選抜項目・配点,学力250、調査書300、面接50、実技400、合計1000点。,,2026-07-07,confirmed,
school-30-main,豊見城,全学科・コース,令和8年度 豊見城高等学校 学校募集要項,令和8年度,学校募集要項,https://www.tomishiro-h.open.ed.jp/nyuushi.html,https://www.tomishiro-h.open.ed.jp/a543b2d4a222c183e5df5343fbc9ae32bca977fd.pdf,PDF,6,5-6,特色選抜の選抜方法・配点,学力検査250点、評定135点、特別活動・部活動・資格各40点、合計505点。面接なし。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-30-page,豊見城,全学科・コース,令和8年度 豊見城高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.tomishiro-h.open.ed.jp/nyuushi.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-31-page,豊見城南,全学科・コース,令和8年度 豊見城南高等学校 学校公式サイト・入試資料入口,令和8年度,学校公式入試情報ページ,https://www.tominan-h.open.ed.jp/,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-32-criteria-detail,南風原,全学科・コース,令和8年度 南風原高等学校 入学者選抜基準,令和8年度,学校公式特色選抜資料,https://www.haebaru-h.open.ed.jp/nyushi.html,https://www.haebaru-h.open.ed.jp/6232965347a63355246b539322113214f8cd460b.pdf,PDF,1-2,18-19,特色選抜ランク表・一般選抜基準,特A～Dの実績点、資格級、郷土文化実技、一般選抜5:5。項目別総合配点は掲載なし。,,2026-07-07,confirmed_official_file,学校公式資料本文を確認し、JSONの該当項目へ反映。
school-32-main,南風原,全学科・コース,令和8年度 南風原高等学校 学校募集要項,令和8年度,学校募集要項,https://www.haebaru-h.open.ed.jp/nyushi.html,https://www.haebaru-h.open.ed.jp/05bfac5d371a02d3b9731e52c66f7b1afa6ecfc1.pdf,PDF,特色選抜詳細部分,,活動実績・証明書類,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-32-page,南風原,全学科・コース,令和8年度 南風原高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.haebaru-h.open.ed.jp/nyushi.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-33-criteria-detail,向陽,全学科,令和8年度特色選抜 求める生徒像・選抜方法・実績基準,令和8年度,学校別特色選抜詳細,https://www.koyo-h.open.ed.jp/nyushi.html,https://www.koyo-h.open.ed.jp/d10abb1b1e4b7b0fa41d729ebfa71ed345a5911c.pdf,PDF,1-5,1-5,特色選抜 選抜項目・配点,学力250、調査書245、面接5、合計500点。学科別の評定要件を明示。,,2026-07-07,confirmed,
school-33-main,向陽,全学科・コース,令和8年度 向陽高等学校 学校募集要項,令和8年度,学校募集要項,https://www.koyo-h.open.ed.jp/nyushi.html,https://www.koyo-h.open.ed.jp/b7804d607c25a2260274f0bcba4b4efadb50b775.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-33-page,向陽,全学科・コース,令和8年度 向陽高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.koyo-h.open.ed.jp/nyushi.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-33-rank-detail,向陽,全学科,令和8年度特色選抜 活動実績・資格評価基準,令和8年度,特色選抜実績ランク表,https://www.koyo-h.open.ed.jp/nyushi.html,https://www.koyo-h.open.ed.jp/d10abb1b1e4b7b0fa41d729ebfa71ed345a5911c.pdf,PDF,2-5,2-5,活動実績・資格・特別活動の評価目安,文化、スポーツ、社会活動、資格、特別活動をA～Cで整理。,,2026-07-07,confirmed,
school-34-criteria,知念,全学科・コース,令和8年度 知念高等学校 特色選抜基準・詳細,令和8年度,特色選抜基準・詳細,https://www.chinen-h.open.ed.jp/nyushi.html,https://www.chinen-h.open.ed.jp/nyushi_26_senbatsukijyun.pdf,PDF,,,特色選抜基準・詳細,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-34-main,知念,全学科・コース,令和8年度 知念高等学校 学校募集要項,令和8年度,学校募集要項,https://www.chinen-h.open.ed.jp/nyushi.html,https://www.chinen-h.open.ed.jp/nyushi_26_boshuyoko.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-34-page,知念,全学科・コース,令和8年度 知念高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.chinen-h.open.ed.jp/nyushi.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-35-main,糸満,全学科・コース,令和8年度 糸満高等学校 学校募集要項,令和8年度,学校募集要項,https://www.itoman-h.open.ed.jp/nyuushi.html,https://www.itoman-h.open.ed.jp/01_%E4%BB%A4%E5%92%8C8%E5%B9%B4%E5%BA%A6_%E7%B3%B8%E6%BA%80%E9%AB%98%E6%A0%A1%E5%85%A5%E8%A9%A6%E9%81%B8%E6%8A%9C%E5%8B%9F%E9%9B%86%E8%A6%81%E9%A0%85.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-35-page,糸満,全学科・コース,令和8年度 糸満高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.itoman-h.open.ed.jp/nyuushi.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-35-page2-detail,糸満,全学科・コース,令和8年度 糸満高等学校 特色選抜関連資料一覧,令和8年度,学校公式入試情報ページ,https://www.itoman-h.open.ed.jp/nyuushi.html,,HTML,,,募集要項、求める生徒像、実績ランク、特別枠申請書、一般選抜方法,募集要項、求める生徒像、実績ランク、特別枠申請書、一般選抜方法,,2026-07-07,confirmed_official_page,学校公式資料本文を確認し、JSONの該当項目へ反映。
school-36-main,久米島,全学科・コース,令和8年度 久米島高等学校 学校募集要項,令和8年度,学校募集要項,https://www.kumejima-h.open.ed.jp/post-17.html,https://www.kumejima-h.open.ed.jp/r7/pdf/notice/r8_bosyuyoukou.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-36-page,久米島,全学科・コース,令和8年度 久米島高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.kumejima-h.open.ed.jp/post-17.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-37-main,宮古,全学科・コース,令和8年度 宮古高等学校 学校募集要項,令和8年度,学校募集要項,https://www.miyako-h.open.ed.jp/nyuushi.html,https://www.miyako-h.open.ed.jp/9b0154e9abceec6e79923aebfa015996999b3113.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-37-page,宮古,全学科・コース,令和8年度 宮古高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.miyako-h.open.ed.jp/nyuushi.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-38-main,八重山,全学科・コース,令和8年度 八重山高等学校 学校募集要項,令和8年度,学校募集要項,https://www.yaeyama-h.open.ed.jp/nyuushi.html,https://www.yaeyama-h.open.ed.jp/570985b0627e17eebf792916fe6a62756a3b9a13.pdf,PDF,特色選抜詳細部分,,普通科・文理探究科の独自検査,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-38-page,八重山,全学科・コース,令和8年度 八重山高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.yaeyama-h.open.ed.jp/nyuushi.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-39-criteria,北部農林,全学科・コース,令和8年度 北部農林高等学校 特色選抜基準・詳細,令和8年度,特色選抜基準・詳細,https://www.hokubu-ah.open.ed.jp/nyuushi.html,https://www.hokubu-ah.open.ed.jp/00d465dc55778240a1e84a3bc1decdfbf82738b6.pdf,PDF,,,特色選抜基準・詳細,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-39-criteria2-detail,北部農林,全学科・コース,令和8年度 北部農林高等学校 合否判定に関する資料,令和8年度,学校公式特色選抜資料,https://www.hokubu-ah.open.ed.jp/nyuushi.html,https://www.hokubu-ah.open.ed.jp/00d465dc55778240a1e84a3bc1decdfbf82738b6.pdf,PDF,,,学科別出願要件、配点、面接・プレゼン・作文、実績ランク,学科別出願要件、配点、面接・プレゼン・作文、実績ランク,,2026-07-07,confirmed_official_file,学校公式資料本文を確認し、JSONの該当項目へ反映。
school-39-main,北部農林,全学科・コース,令和8年度 北部農林高等学校 学校募集要項,令和8年度,学校募集要項,https://www.hokubu-ah.open.ed.jp/nyuushi.html,https://www.hokubu-ah.open.ed.jp/66fb2fb13c144d84ec3449c3570ea492e2255f83.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-39-page,北部農林,全学科・コース,令和8年度 北部農林高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.hokubu-ah.open.ed.jp/nyuushi.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-40-page,中部農林,全学科・コース,令和8年度 中部農林高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.chubu-ah.open.ed.jp/nyuushi.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-41-criteria,南部農林,全学科・コース,令和8年度 南部農林高等学校 特色選抜基準・詳細,令和8年度,特色選抜基準・詳細,https://www.nanbu-ah.open.ed.jp/post-21.html,https://www.nanbu-ah.open.ed.jp/b32c82d30611e49f2ce6bf4e6c7c4a3b01ac264d.pdf,PDF,,,特色選抜基準・詳細,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-41-main,南部農林,全学科・コース,令和8年度 南部農林高等学校 学校募集要項,令和8年度,学校募集要項,https://www.nanbu-ah.open.ed.jp/post-21.html,https://www.nanbu-ah.open.ed.jp/7dff0f45e6cebab212d2bf81f03a7aa7b5aa3cfb.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-41-page,南部農林,全学科・コース,令和8年度 南部農林高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.nanbu-ah.open.ed.jp/post-21.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-42-main,八重山農林,全学科・コース,令和8年度 八重山農林高等学校 学校募集要項,令和8年度,学校募集要項,https://www.yaeyama-ah.open.ed.jp/post-10.html,https://www.yaeyama-ah.open.ed.jp/2025_bosyuyoukou.pdf,PDF,特色選抜詳細部分,,学校独自検査・作文・配点,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-42-page,八重山農林,全学科・コース,令和8年度 八重山農林高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.yaeyama-ah.open.ed.jp/post-10.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-43-page,美来工科,全学科・コース,令和8年度 美来工科高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.mirai-th.open.ed.jp/nyushi.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-44-criteria-detail,美里工業,全学科・コース,令和8年度 美里工業高等学校 特色選抜出願要件及び選抜方法,令和8年度,学校公式特色選抜資料,https://www.misato-th.open.ed.jp/nyushi.html,https://www.misato-th.open.ed.jp/R8tokusyoku-01.pdf,PDF,,,学科別評定要件、活動実績、証明資料,学科別評定要件、活動実績、証明資料,,2026-07-07,confirmed_official_file,学校公式資料本文を確認し、JSONの該当項目へ反映。
school-44-main,美里工業,全学科・コース,令和8年度 美里工業高等学校 学校募集要項,令和8年度,学校募集要項,https://www.misato-th.open.ed.jp/nyushi.html,https://www.misato-th.open.ed.jp/R8Nyusibosyuyokou.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-44-page,美里工業,全学科・コース,令和8年度 美里工業高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.misato-th.open.ed.jp/nyushi.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-45-criteria,浦添工業,全学科・コース,令和8年度 浦添工業高等学校 特色選抜基準・詳細,令和8年度,特色選抜基準・詳細,https://www.urasoe-th.open.ed.jp/post.html,https://www.urasoe-th.open.ed.jp/dc14be87649e6859b1fd1e8eb5119fe44a6e0b99.pdf,PDF,,,特色選抜基準・詳細,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-45-main,浦添工業,全学科・コース,令和8年度 浦添工業高等学校 学校募集要項,令和8年度,学校募集要項,https://www.urasoe-th.open.ed.jp/post.html,https://www.urasoe-th.open.ed.jp/e602e16d98ea2f21c5799a8bb38dad15dc609e21.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-45-page,浦添工業,全学科・コース,令和8年度 浦添工業高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.urasoe-th.open.ed.jp/post.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
